#       time                 chi                 phi               lapse
   8.7000000    6.1239203286e-01   -2.2140934037e-02    6.6141507936e-01
   8.7250000    6.1147428257e-01   -1.9950917712e-02    6.5792280300e-01
   8.7500000    6.1054292526e-01   -1.7747702132e-02    6.5440633531e-01
   8.7750000    6.0959954709e-01   -1.5533018667e-02    6.5086500001e-01
   8.8000000    6.0864569066e-01   -1.3308456313e-02    6.4729835662e-01
   8.8250000    6.0768286063e-01   -1.1075470303e-02    6.4370617825e-01
   8.8500000    6.0671252874e-01   -8.8353907249e-03    6.4008843026e-01
   8.8750000    6.0573613804e-01   -6.5894310529e-03    6.3644524977e-01
   8.9000000    6.0475510632e-01   -4.3386965343e-03    6.3277692616e-01
   8.9250000    6.0377082878e-01   -2.0841923478e-03    6.2908388284e-01
   8.9500000    6.0278467984e-01    1.7316850327e-04    6.2536666009e-01
   8.9750000    6.0179801424e-01    2.4325576072e-03    6.2162589920e-01
   9.0000000    6.0081216733e-01    4.6932238971e-03    6.1786232779e-01
   9.0250000    5.9982845468e-01    6.9544867629e-03    6.1407674647e-01
   9.0500000    5.9884817104e-01    9.2157295354e-03    6.1027001660e-01
   9.0750000    5.9787258867e-01    1.1476393350e-02    6.0644304930e-01
   9.1000000    5.9690295516e-01    1.3735971392e-02    6.0259679557e-01
   9.1250000    5.9594049079e-01    1.5994003520e-02    5.9873223753e-01
   9.1500000    5.9498638550e-01    1.8250071269e-02    5.9485038065e-01
   9.1750000    5.9404179551e-01    2.0503793209e-02    5.9095224698e-01
   9.2000000    5.9310783982e-01    2.2754820669e-02    5.8703886930e-01
   9.2250000    5.9218559639e-01    2.5002833794e-02    5.8311128608e-01
   9.2500000    5.9127609838e-01    2.7247537937e-02    5.7917053728e-01
   9.2750000    5.9038033032e-01    2.9488660357e-02    5.7521766084e-01
   9.3000000    5.8949922435e-01    3.1725947225e-02    5.7125368983e-01
   9.3250000    5.8863365665e-01    3.3959160899e-02    5.6727965023e-01
   9.3500000    5.8778444395e-01    3.6188077480e-02    5.6329655925e-01
