#       time                 chi                 phi               lapse
   6.4500000    7.3074945853e-01   -6.3524584941e-02    9.1654049588e-01
   6.4750000    7.3203512684e-01   -6.5070447386e-02    9.1328499589e-01
   6.5000000    7.3331766324e-01   -6.6606914716e-02    9.0999024515e-01
   6.5250000    7.3459476407e-01   -6.8133450165e-02    9.0665991091e-01
   6.5500000    7.3586410362e-01   -6.9649504775e-02    9.0329774346e-01
   6.5750000    7.3712334023e-01   -7.1154518846e-02    8.9990757114e-01
   6.6000000    7.3837012300e-01   -7.2647923423e-02    8.9649329499e-01
   6.6250000    7.3960209883e-01   -7.4129141809e-02    8.9305888317e-01
   6.6500000    7.4081691996e-01   -7.5597591074e-02    8.8960836496e-01
   6.6750000    7.4201225184e-01   -7.7052683551e-02    8.8614582452e-01
   6.7000000    7.4318578132e-01   -7.8493828314e-02    8.8267539434e-01
   6.7250000    7.4433522503e-01   -7.9920432603e-02    8.7920124846e-01
   6.7500000    7.4545833796e-01   -8.1331903216e-02    8.7572759539e-01
   6.7750000    7.4655292204e-01   -8.2727647831e-02    8.7225867080e-01
   6.8000000    7.4761683474e-01   -8.4107076273e-02    8.6879873005e-01
   6.8250000    7.4864799746e-01   -8.5469601715e-02    8.6535204039e-01
   6.8500000    7.4964440376e-01   -8.6814641799e-02    8.6192287315e-01
   6.8750000    7.5060412720e-01   -8.8141619691e-02    8.5851549572e-01
   6.9000000    7.5152532877e-01   -8.9449965054e-02    8.5513416337e-01
   6.9250000    7.5240626383e-01   -9.0739114943e-02    8.5178311106e-01
   6.9500000    7.5324528842e-01   -9.2008514625e-02    8.4846654525e-01
   6.9750000    7.5404086497e-01   -9.3257618321e-02    8.4518863560e-01
   7.0000000    7.5479156719e-01   -9.4485889866e-02    8.4195350686e-01
   7.0250000    7.5549608432e-01   -9.5692803293e-02    8.3876523072e-01
   7.0500000    7.5615322450e-01   -9.6877843346e-02    8.3562781793e-01
   7.0750000    7.5676191742e-01   -9.8040505911e-02    8.3254521055e-01
   7.1000000    7.5732121605e-01   -9.9180298380e-02    8.2952127444e-01
   7.1250000    7.5783029768e-01   -1.0029673994e-01    8.2655979205e-01
   7.1500000    7.5828846407e-01   -1.0138936179e-01    8.2366445554e-01
   7.1750000    7.5869514096e-01   -1.0245770731e-01    8.2083886024e-01
   7.2000000    7.5904987673e-01   -1.0350133213e-01    8.1808649857e-01
   7.2250000    7.5935234049e-01   -1.0451980417e-01    8.1541075429e-01
   7.2500000    7.5960231948e-01   -1.0551270363e-01    8.1281489728e-01
   7.2750000    7.5979971592e-01   -1.0647962287e-01    8.1030207873e-01
   7.3000000    7.5994454333e-01   -1.0742016629e-01    8.0787532681e-01
   7.3250000    7.6003692234e-01   -1.0833395018e-01    8.0553754278e-01
   7.3500000    7.6007707621e-01   -1.0922060245e-01    8.0329149764e-01
   7.3750000    7.6006532582e-01   -1.1007976242e-01    8.0113982909e-01
