#       time                 chi                 phi               lapse
   1.2041667    6.7847874185e-01    5.0031064994e-02    6.7546298338e-01
   1.2083333    6.7845520278e-01    5.0161400246e-02    6.7550208903e-01
   1.2125000    6.7843144896e-01    5.0291320046e-02    6.7554155241e-01
   1.2166667    6.7840747926e-01    5.0420823340e-02    6.7558137534e-01
   1.2208333    6.7838329255e-01    5.0549909076e-02    6.7562155965e-01
   1.2250000    6.7835888773e-01    5.0678576202e-02    6.7566210719e-01
   1.2291667    6.7833426373e-01    5.0806823672e-02    6.7570301980e-01
   1.2333333    6.7830941949e-01    5.0934650440e-02    6.7574429933e-01
   1.2375000    6.7828435399e-01    5.1062055462e-02    6.7578594764e-01
   1.2416667    6.7825906624e-01    5.1189037697e-02    6.7582796656e-01
   1.2458333    6.7823355528e-01    5.1315596107e-02    6.7587035796e-01
   1.2500000    6.7820782017e-01    5.1441729654e-02    6.7591312370e-01
   1.2541667    6.7818186001e-01    5.1567437303e-02    6.7595626563e-01
   1.2583333    6.7815567392e-01    5.1692718022e-02    6.7599978561e-01
   1.2625000    6.7812926105e-01    5.1817570779e-02    6.7604368549e-01
   1.2666667    6.7810262054e-01    5.1941994545e-02    6.7608796711e-01
   1.2708333    6.7807575159e-01    5.2065988293e-02    6.7613263234e-01
   1.2750000    6.7804865338e-01    5.2189550998e-02    6.7617768302e-01
   1.2791667    6.7802132510e-01    5.2312681636e-02    6.7622312097e-01
   1.2833333    6.7799376596e-01    5.2435379185e-02    6.7626894804e-01
   1.2875000    6.7796597513e-01    5.2557642624e-02    6.7631516604e-01
   1.2916667    6.7793795180e-01    5.2679470937e-02    6.7636177681e-01
   1.2958333    6.7790969513e-01    5.2800863105e-02    6.7640878214e-01
   1.3000000    6.7788120428e-01    5.2921818114e-02    6.7645618383e-01
   1.3041667    6.7785247836e-01    5.3042334950e-02    6.7650398368e-01
   1.3083333    6.7782351648e-01    5.3162412602e-02    6.7655218347e-01
   1.3125000    6.7779431770e-01    5.3282050059e-02    6.7660078496e-01
   1.3166667    6.7776488106e-01    5.3401246313e-02    6.7664978990e-01
   1.3208333    6.7773520556e-01    5.3520000357e-02    6.7669920005e-01
   1.3250000    6.7770529017e-01    5.3638311186e-02    6.7674901712e-01
   1.3291667    6.7767513383e-01    5.3756177797e-02    6.7679924284e-01
   1.3333333    6.7764473542e-01    5.3873599187e-02    6.7684987890e-01
   1.3375000    6.7761409381e-01    5.3990574357e-02    6.7690092700e-01
   1.3416667    6.7758320783e-01    5.4107102307e-02    6.7695238881e-01
   1.3458333    6.7755207627e-01    5.4223182042e-02    6.7700426599e-01
   1.3500000    6.7752069791e-01    5.4338812566e-02    6.7705656017e-01
   1.3541667    6.7748907147e-01    5.4453992886e-02    6.7710927299e-01
   1.3583333    6.7745719567e-01    5.4568722011e-02    6.7716240607e-01
   1.3625000    6.7742506921e-01    5.4682998952e-02    6.7721596099e-01
   1.3666667    6.7739269077e-01    5.4796822720e-02    6.7726993935e-01
   1.3708333    6.7736005900e-01    5.4910192331e-02    6.7732434271e-01
   1.3750000    6.7732717256e-01    5.5023106800e-02    6.7737917263e-01
   1.3791667    6.7729403009e-01    5.5135565147e-02    6.7743443065e-01
   1.3833333    6.7726063024e-01    5.5247566391e-02    6.7749011829e-01
   1.3875000    6.7722697167e-01    5.5359109555e-02    6.7754623709e-01
   1.3916667    6.7719305302e-01    5.5470193665e-02    6.7760278852e-01
   1.3958333    6.7715887297e-01    5.5580817748e-02    6.7765977410e-01
   1.4000000    6.7712443020e-01    5.5690980832e-02    6.7771719529e-01
   1.4041667    6.7708972342e-01    5.5800681950e-02    6.7777505357e-01
   1.4083333    6.7705475136e-01    5.5909920135e-02    6.7783335040e-01
   1.4125000    6.7701951278e-01    5.6018694425e-02    6.7789208722e-01
   1.4166667    6.7698400647e-01    5.6127003859e-02    6.7795126549e-01
   1.4208333    6.7694823126e-01    5.6234847477e-02    6.7801088663e-01
   1.4250000    6.7691218600e-01    5.6342224325e-02    6.7807095208e-01
   1.4291667    6.7687586963e-01    5.6449133449e-02    6.7813146326e-01
   1.4333333    6.7683928107e-01    5.6555573898e-02    6.7819242159e-01
   1.4375000    6.7680241932e-01    5.6661544725e-02    6.7825382849e-01
   1.4416667    6.7676528344e-01    5.6767044984e-02    6.7831568537e-01
   1.4458333    6.7672787249e-01    5.6872073733e-02    6.7837799363e-01
   1.4500000    6.7669018560e-01    5.6976630032e-02    6.7844075470e-01
   1.4541667    6.7665222196e-01    5.7080712944e-02    6.7850396999e-01
   1.4583333    6.7661398075e-01    5.7184321536e-02    6.7856764090e-01
   1.4625000    6.7657546125e-01    5.7287454875e-02    6.7863176885e-01
   1.4666667    6.7653666271e-01    5.7390112033e-02    6.7869635525e-01
   1.4708333    6.7649758445e-01    5.7492292085e-02    6.7876140154e-01
   1.4750000    6.7645822580e-01    5.7593994106e-02    6.7882690913e-01
   1.4791667    6.7641858611e-01    5.7695217178e-02    6.7889287945e-01
   1.4833333    6.7637866474e-01    5.7795960382e-02    6.7895931395e-01
   1.4875000    6.7633846106e-01    5.7896222803e-02    6.7902621406e-01
   1.4916667    6.7629797442e-01    5.7996003530e-02    6.7909358123e-01
   1.4958333    6.7625720420e-01    5.8095301652e-02    6.7916141692e-01
   1.5000000    6.7621614972e-01    5.8194116264e-02    6.7922972261e-01
   1.5041667    6.7617481033e-01    5.8292446460e-02    6.7929849975e-01
   1.5083333    6.7613318531e-01    5.8390291339e-02    6.7936774985e-01
   1.5125000    6.7609127396e-01    5.8487650001e-02    6.7943747438e-01
   1.5166667    6.7604907550e-01    5.8584521550e-02    6.7950767486e-01
   1.5208333    6.7600658916e-01    5.8680905092e-02    6.7957835280e-01
   1.5250000    6.7596381410e-01    5.8776799734e-02    6.7964950972e-01
   1.5291667    6.7592074946e-01    5.8872204587e-02    6.7972114714e-01
   1.5333333    6.7587739435e-01    5.8967118763e-02    6.7979326662e-01
   1.5375000    6.7583374783e-01    5.9061541376e-02    6.7986586970e-01
   1.5416667    6.7578980895e-01    5.9155471544e-02    6.7993895795e-01
   1.5458333    6.7574557672e-01    5.9248908385e-02    6.8001253292e-01
   1.5500000    6.7570105011e-01    5.9341851019e-02    6.8008659621e-01
   1.5541667    6.7565622811e-01    5.9434298571e-02    6.8016114939e-01
   1.5583333    6.7561110968e-01    5.9526250163e-02    6.8023619406e-01
   1.5625000    6.7556569377e-01    5.9617704924e-02    6.8031173181e-01
   1.5666667    6.7551997933e-01    5.9708661981e-02    6.8038776426e-01
